transaction_id,old_parent,new_president_name,new_parent,new_president_name,child,type,date
2403-53_tr_418,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,J.R. Jayewardene Centre,department,2024-09-27
2403-53_tr_419,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,S W R D Bandaranaike National Memorial Foundation,department,2024-09-27
2403-53_tr_420,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Department of Cinnamon Development,department,2024-09-27
2403-53_tr_421,Minister of Defence,Ranil Wickremesinghe,Minister of Defence,Anura Kumara,Defence Services School,department,2024-09-27
2403-53_tr_422,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Finance, Economic Development, Policy Formulation, Planning and Tourism",Anura Kumara,National Planning Department,department,2024-09-27
2403-53_tr_423,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Finance, Economic Development, Policy Formulation, Planning and Tourism",Anura Kumara,Department of Trade and Investment Policies,department,2024-09-27
2403-53_tr_424,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Finance, Economic Development, Policy Formulation, Planning and Tourism",Anura Kumara,Import and Export Control Department,department,2024-09-27
2403-53_tr_425,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Agriculture, Lands, Livestock, Irrigation, Fisheries and Aquatic Resources",Anura Kumara,Institute of Post-Harvest Technology,department,2024-09-27
2403-53_tr_426,Minister of Tourism and Lands,Ranil Wickremesinghe,"Minister of Agriculture, Lands, Livestock, Irrigation, Fisheries and Aquatic Resources",Anura Kumara,Department of Land Settlement,department,2024-09-27
2403-53_tr_427,Minister of Tourism and Lands,Ranil Wickremesinghe,"Minister of Agriculture, Lands, Livestock, Irrigation, Fisheries and Aquatic Resources",Anura Kumara,Sri Lanka Survey Department,department,2024-09-27
2403-53_tr_428,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Sri Lanka Publication Development Bureau,department,2024-09-27
2403-53_tr_429,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Research Council,department,2024-09-27
2403-53_tr_430,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,SME Venture Capital Company,department,2024-09-27
2403-53_tr_431,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,SME Authority,department,2024-09-27
2403-53_tr_432,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,BCC (Pvt) Limited,department,2024-09-27
2403-53_tr_433,"Minister of Justice, Prisons Affairs and Constitutional Reforms",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Office of Missing Persons,department,2024-09-27
2403-53_tr_434,Minister of Transport and Highways,Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Lakdiva Engineering Ltd,department,2024-09-27
2403-53_tr_435,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",Anura Kumara,Tea and Rubber Estates (Control and Fragmentation) Board,department,2024-09-27
2403-53_tr_436,"Minister of Ports, Shipping and Aviation",Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Sri Lanka Ports Authority and its Subsidiaries and Associates,department,2024-09-27
2403-53_tr_437,"Minister of Ports, Shipping and Aviation",Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Ceylon Shipping Corporation Ltd.,department,2024-09-27
2403-53_tr_438,"Minister of Ports, Shipping and Aviation",Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Merchant Shipping Secretariat,department,2024-09-27
2403-53_tr_439,"Minister of Ports, Shipping and Aviation",Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Civil Aviation Authority of Sri Lanka,department,2024-09-27
2403-53_tr_440,"Minister of Ports, Shipping and Aviation",Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Airport and Aviation Services (Sri Lanka) Ltd.,department,2024-09-27
2403-53_tr_441,"Minister of Ports, Shipping and Aviation",Ranil Wickremesinghe,"Minister of Transport, Highways, Ports and Civil Aviation",Anura Kumara,Sri Lankan Air Lines Limited and its subsidiaries,department,2024-09-27
